Line_ID,Order_ID,Order_Date,Ship_Date,Lead_Time,Lead_Speed,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Is_Discounted,Profit,Year,Month_Num,Month_Name,Profit_Margin,Profit_per_Unit
3255,CA-2016-155474,2016-07-08,2016-07-14,6,SLOW,Standard Class,CC-12220,Chris Cortes,Consumer,Seattle,Washington,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,$107.98,1,20%,Yes,$9.45,2016,07,July,0.09,$9.45
3256,CA-2016-155474,2016-07-08,2016-07-14,6,SLOW,Standard Class,CC-12220,Chris Cortes,Consumer,Seattle,Washington,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",$19.30,3,20%,Yes,$6.03,2016,07,July,0.31,$2.01
3257,CA-2015-155453,2015-08-09,2015-08-14,5,OK,Standard Class,RA-19885,Ruben Ausman,Corporate,Jacksonville,Florida,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,$4.61,2,20%,Yes,$1.67,2015,08,August,0.36,$0.84
3258,US-2016-161844,2016-12-09,2016-12-14,5,OK,Second Class,DK-12835,Damala Kotsonis,Corporate,Franklin,Tennessee,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,$79.97,3,40%,Yes,-$29.32,2016,12,December,-0.37,-$9.77
3259,US-2016-161844,2016-12-09,2016-12-14,5,OK,Second Class,DK-12835,Damala Kotsonis,Corporate,Franklin,Tennessee,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",$2.95,2,70%,Yes,-$2.06,2016,12,December,-0.70,-$1.03
3260,US-2016-162103,2016-11-13,2016-11-17,4,OK,Standard Class,LB-16795,Laurel Beltran,Home Office,Highland Park,Illinois,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,$3.14,2,80%,Yes,-$4.70,2016,11,November,-1.50,-$2.35
3261,CA-2014-151554,2014-11-14,2014-11-15,1,FAST,First Class,CM-11815,Candace McMahon,Corporate,Pasadena,Texas,Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,$20.74,4,0.20,Yes,$7.26,2014,11,November,0.35,$1.81
3262,CA-2014-140662,2014-11-17,2014-11-19,2,FAST,First Class,TS-21205,Thomas Seio,Corporate,San Francisco,California,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,$99.98,2,0.00,No,$8.00,2014,11,November,0.08,$4.00
3263,CA-2014-140662,2014-11-17,2014-11-19,2,FAST,First Class,TS-21205,Thomas Seio,Corporate,San Francisco,California,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,$733.95,7,0.00,No,$352.30,2014,11,November,0.48,$50.33
3264,CA-2014-140662,2014-11-17,2014-11-19,2,FAST,First Class,TS-21205,Thomas Seio,Corporate,San Francisco,California,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,$241.44,3,0.00,No,$72.43,2014,11,November,0.30,$24.14
3265,CA-2016-122518,2016-03-04,2016-03-08,4,OK,Second Class,RF-19345,Randy Ferguson,Corporate,Miami,Florida,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,$10.08,4,20%,Yes,$3.53,2016,03,March,0.35,$0.88
3266,US-2014-126571,2014-10-11,2014-10-15,4,OK,Standard Class,JF-15565,Jill Fjeld,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,$281.90,2,20%,Yes,$10.57,2014,10,October,0.04,$5.29
3267,US-2014-126571,2014-10-11,2014-10-15,4,OK,Standard Class,JF-15565,Jill Fjeld,Consumer,Philadelphia,Pennsylvania,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,$201.43,3,20%,Yes,$67.98,2014,10,October,0.34,$22.66
3268,CA-2014-143840,2014-05-22,2014-05-29,7,SLOW,Standard Class,EH-14185,Evan Henry,Consumer,Decatur,Alabama,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,$135.98,2,0%,No,$34.00,2014,05,May,0.25,$17.00
3269,CA-2014-143840,2014-05-22,2014-05-29,7,SLOW,Standard Class,EH-14185,Evan Henry,Consumer,Decatur,Alabama,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,$44.95,1,0%,No,$12.59,2014,05,May,0.28,$12.59
3270,CA-2014-115980,2014-07-15,2014-07-19,4,OK,Standard Class,VW-21775,Victoria Wilson,Corporate,Sioux Falls,South Dakota,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,$2.97,3,0%,No,$1.31,2014,07,July,0.44,$0.44
3271,CA-2014-115980,2014-07-15,2014-07-19,4,OK,Standard Class,VW-21775,Victoria Wilson,Corporate,Sioux Falls,South Dakota,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,$6.54,3,0%,No,$2.68,2014,07,July,0.41,$0.89
3272,CA-2015-155145,2015-12-27,2015-12-29,2,FAST,Second Class,KN-16450,Kean Nguyen,Corporate,Visalia,California,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,$7.92,8,0.00,No,$3.48,2015,12,December,0.44,$0.44
3273,CA-2015-146038,2015-02-09,2015-02-16,7,SLOW,Standard Class,SJ-20215,Sarah Jordon,Consumer,Los Angeles,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",$203.92,5,20%,Yes,$22.94,2015,02,February,0.11,$4.59
3274,CA-2017-133865,2017-05-08,2017-05-12,4,OK,Standard Class,PS-19045,Penelope Sewall,Home Office,Los Angeles,California,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,"$3,359.95",6,20%,Yes,"$1,049.99",2017,05,May,0.31,$175.00
3275,CA-2017-116358,2017-11-02,2017-11-06,4,OK,Standard Class,KM-16225,Kalyca Meade,Corporate,Overland Park,Kansas,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,$18.24,3,0%,No,$9.12,2017,11,November,0.50,$3.04
3276,CA-2017-116358,2017-11-02,2017-11-06,4,OK,Standard Class,KM-16225,Kalyca Meade,Corporate,Overland Park,Kansas,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$27.78,6,0%,No,$9.17,2017,11,November,0.33,$1.53
3277,CA-2014-102988,2014-04-05,2014-04-09,4,OK,Second Class,GM-14695,Greg Maxwell,Corporate,Alexandria,Virginia,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,$22.96,7,0%,No,$7.58,2014,04,April,0.33,$1.08
3278,CA-2014-102988,2014-04-05,2014-04-09,4,OK,Second Class,GM-14695,Greg Maxwell,Corporate,Alexandria,Virginia,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,$28.99,1,0%,No,$8.41,2014,04,April,0.29,$8.41
3279,CA-2014-102988,2014-04-05,2014-04-09,4,OK,Second Class,GM-14695,Greg Maxwell,Corporate,Alexandria,Virginia,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,$12.96,2,0%,No,$6.35,2014,04,April,0.49,$3.18
3280,CA-2014-102988,2014-04-05,2014-04-09,4,OK,Second Class,GM-14695,Greg Maxwell,Corporate,Alexandria,Virginia,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,$22.96,7,0%,No,$6.66,2014,04,April,0.29,$0.95
3281,CA-2014-102988,2014-04-05,2014-04-09,4,OK,Second Class,GM-14695,Greg Maxwell,Corporate,Alexandria,Virginia,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,"$4,164.05",5,0%,No,$83.28,2014,04,April,0.02,$16.66
3282,US-2014-117170,2014-09-17,2014-09-24,7,SLOW,Standard Class,KT-16465,Kean Takahito,Consumer,Raleigh,North Carolina,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,$47.98,2,20%,Yes,$13.20,2014,09,September,0.28,$6.60
3283,US-2014-117170,2014-09-17,2014-09-24,7,SLOW,Standard Class,KT-16465,Kean Takahito,Consumer,Raleigh,North Carolina,South,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,$4.62,1,20%,Yes,$1.68,2014,09,September,0.36,$1.68
3284,CA-2014-159478,2014-09-30,2014-10-06,6,SLOW,Standard Class,MH-17785,Maya Herman,Corporate,New York City,New York,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",$15.24,3,0%,No,$5.18,2014,09,September,0.34,$1.73
3285,CA-2014-103702,2014-09-12,2014-09-17,5,OK,Standard Class,AF-10885,Art Foster,Consumer,Fairfield,Ohio,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",$63.92,7,70%,Yes,-$46.88,2014,09,September,-0.73,-$6.70
3286,CA-2017-150525,2017-02-20,2017-02-25,5,OK,Standard Class,JP-16135,Julie Prescott,Home Office,Muskogee,Oklahoma,Central,OFF-AR-10002375,Office Supplies,Art,Newell 351,$6.56,2,0%,No,$1.90,2017,02,February,0.29,$0.95
3287,CA-2017-150525,2017-02-20,2017-02-25,5,OK,Standard Class,JP-16135,Julie Prescott,Home Office,Muskogee,Oklahoma,Central,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,$13.11,3,0%,No,$3.41,2017,02,February,0.26,$1.14
3288,CA-2015-157770,2015-12-13,2015-12-15,2,FAST,First Class,RD-19585,Rob Dowd,Consumer,Temecula,California,West,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,$494.38,3,0.20,Yes,$49.44,2015,12,December,0.10,$16.48
3289,CA-2015-157770,2015-12-13,2015-12-15,2,FAST,First Class,RD-19585,Rob Dowd,Consumer,Temecula,California,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",$29.20,5,0.20,Yes,$9.86,2015,12,December,0.34,$1.97
3290,CA-2015-157770,2015-12-13,2015-12-15,2,FAST,First Class,RD-19585,Rob Dowd,Consumer,Temecula,California,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,$248.85,5,0.00,No,$27.37,2015,12,December,0.11,$5.47
3291,CA-2015-157770,2015-12-13,2015-12-15,2,FAST,First Class,RD-19585,Rob Dowd,Consumer,Temecula,California,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,$36.24,1,0.00,No,$15.22,2015,12,December,0.42,$15.22
3292,CA-2016-167290,2016-10-30,2016-11-04,5,OK,Standard Class,JF-15295,Jason Fortune-,Consumer,Sterling Heights,Michigan,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,$11.68,2,0%,No,$3.50,2016,10,October,0.30,$1.75
3293,CA-2014-106264,2014-12-26,2014-12-30,4,OK,Standard Class,CK-12595,Clytie Kelty,Consumer,San Diego,California,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,$11.91,3,0%,No,$0.12,2014,12,December,0.01,$0.04
3294,CA-2014-106264,2014-12-26,2014-12-30,4,OK,Standard Class,CK-12595,Clytie Kelty,Consumer,San Diego,California,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",$3.48,2,0%,No,$1.11,2014,12,December,0.32,$0.56
3295,CA-2014-138023,2014-08-15,2014-08-18,3,OK,First Class,KH-16510,Keith Herrera,Consumer,Dallas,Texas,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,$30.96,8,80%,Yes,-$52.63,2014,08,August,-1.70,-$6.58
3296,CA-2017-113418,2017-10-01,2017-10-03,2,FAST,First Class,CM-12655,Corinna Mitchell,Home Office,New York City,New York,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,"$1,704.89",11,0.00,No,$767.20,2017,10,October,0.45,$69.75
3297,US-2015-110569,2015-05-23,2015-05-30,7,SLOW,Standard Class,EB-13870,Emily Burns,Consumer,Phoenix,Arizona,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,$19.19,7,70%,Yes,-$12.80,2015,05,May,-0.67,-$1.83
3298,US-2015-110569,2015-05-23,2015-05-30,7,SLOW,Standard Class,EB-13870,Emily Burns,Consumer,Phoenix,Arizona,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,$121.79,4,20%,Yes,$13.70,2015,05,May,0.11,$3.43
3299,CA-2017-136308,2017-11-16,2017-11-16,0,FAST,Same Day,MW-18235,Mitch Willingham,Corporate,San Francisco,California,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,"$1,919.98",3,0.20,Yes,$216.00,2017,11,November,0.11,$72.00
3300,US-2014-159926,2014-11-18,2014-11-22,4,OK,Standard Class,CS-11950,Carlos Soltero,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,$51.00,1,70%,Yes,-$40.80,2014,11,November,-0.80,-$40.80
3301,US-2014-159926,2014-11-18,2014-11-22,4,OK,Standard Class,CS-11950,Carlos Soltero,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,$76.79,1,20%,Yes,-$16.32,2014,11,November,-0.21,-$16.32
3302,US-2014-159926,2014-11-18,2014-11-22,4,OK,Standard Class,CS-11950,Carlos Soltero,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,$539.96,6,40%,Yes,-$107.99,2014,11,November,-0.20,-$18.00
3303,US-2014-159926,2014-11-18,2014-11-22,4,OK,Standard Class,CS-11950,Carlos Soltero,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",$60.31,3,20%,Yes,$5.28,2014,11,November,0.09,$1.76
3304,US-2014-159926,2014-11-18,2014-11-22,4,OK,Standard Class,CS-11950,Carlos Soltero,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,$1.94,3,70%,Yes,-$1.43,2014,11,November,-0.73,-$0.48
3305,CA-2014-104738,2014-12-30,2015-01-01,2,FAST,Second Class,SP-20620,Stefania Perrino,Corporate,Laredo,Texas,Central,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,$12.98,3,0.20,Yes,$4.71,2014,12,December,0.36,$1.57
3306,CA-2014-104738,2014-12-30,2015-01-01,2,FAST,Second Class,SP-20620,Stefania Perrino,Corporate,Laredo,Texas,Central,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",$217.58,2,0.20,Yes,$19.04,2014,12,December,0.09,$9.52
3307,CA-2014-104738,2014-12-30,2015-01-01,2,FAST,Second Class,SP-20620,Stefania Perrino,Corporate,Laredo,Texas,Central,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,$328.78,3,0.20,Yes,$28.77,2014,12,December,0.09,$9.59
3308,CA-2014-104738,2014-12-30,2015-01-01,2,FAST,Second Class,SP-20620,Stefania Perrino,Corporate,Laredo,Texas,Central,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,$2.29,3,0.80,Yes,-$3.66,2014,12,December,-1.60,-$1.22
3309,CA-2014-104738,2014-12-30,2015-01-01,2,FAST,Second Class,SP-20620,Stefania Perrino,Corporate,Laredo,Texas,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,$47.98,2,0.20,Yes,$14.40,2014,12,December,0.30,$7.20
3310,CA-2015-144386,2015-11-05,2015-11-11,6,SLOW,Standard Class,GT-14635,Grant Thornton,Corporate,New York City,New York,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",$25.34,6,20%,Yes,$8.87,2015,11,November,0.35,$1.48
3311,CA-2016-111416,2016-09-17,2016-09-22,5,OK,Standard Class,LW-17215,Luke Weiss,Consumer,New York City,New York,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,$232.40,5,20%,Yes,$78.44,2016,09,September,0.34,$15.69
3312,CA-2016-162747,2016-03-20,2016-03-25,5,OK,Second Class,AH-10030,Aaron Hawkins,Corporate,Gulfport,Mississippi,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",$86.45,7,0%,No,$38.04,2016,03,March,0.44,$5.43
3313,US-2014-133130,2014-09-27,2014-10-01,4,OK,Standard Class,TH-21100,Thea Hendricks,Consumer,San Diego,California,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,$603.92,5,20%,Yes,$45.29,2014,09,September,0.08,$9.06
3314,US-2014-133130,2014-09-27,2014-10-01,4,OK,Standard Class,TH-21100,Thea Hendricks,Consumer,San Diego,California,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,$81.98,2,0%,No,$40.17,2014,09,September,0.49,$20.09
3315,CA-2017-169978,2017-12-24,2017-12-28,4,OK,Standard Class,HG-15025,Hunter Glantz,Consumer,Oceanside,New York,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,$271.76,2,10%,Yes,$48.31,2017,12,December,0.18,$24.16
3316,CA-2017-169978,2017-12-24,2017-12-28,4,OK,Standard Class,HG-15025,Hunter Glantz,Consumer,Oceanside,New York,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",$14.38,3,20%,Yes,$4.85,2017,12,December,0.34,$1.62
3317,CA-2017-161739,2017-11-10,2017-11-15,5,OK,Second Class,EB-13750,Edward Becker,Corporate,Round Rock,Texas,Central,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,$341.96,5,60%,Yes,-$427.45,2017,11,November,-1.25,-$85.49
3318,CA-2015-165057,2015-09-11,2015-09-15,4,OK,Standard Class,SC-20725,Steven Cartwright,Consumer,Redlands,California,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,$181.35,9,0%,No,$48.96,2015,09,September,0.27,$5.44
3319,CA-2015-165057,2015-09-11,2015-09-15,4,OK,Standard Class,SC-20725,Steven Cartwright,Consumer,Redlands,California,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,$8.64,3,0%,No,$4.23,2015,09,September,0.49,$1.41
3320,CA-2014-134551,2014-12-20,2014-12-25,5,OK,Standard Class,TS-21505,Tony Sayre,Consumer,Columbia,Tennessee,South,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,$43.51,7,20%,Yes,$3.81,2014,12,December,0.09,$0.54
3321,CA-2014-134551,2014-12-20,2014-12-25,5,OK,Standard Class,TS-21505,Tony Sayre,Consumer,Columbia,Tennessee,South,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,$662.88,3,20%,Yes,$74.57,2014,12,December,0.11,$24.86
3322,CA-2014-134551,2014-12-20,2014-12-25,5,OK,Standard Class,TS-21505,Tony Sayre,Consumer,Columbia,Tennessee,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),$25.92,5,20%,Yes,$9.07,2014,12,December,0.35,$1.81
3323,CA-2015-120810,2015-07-23,2015-07-27,4,OK,Standard Class,TH-21550,Tracy Hopkins,Home Office,New York City,New York,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,$68.94,3,0%,No,$20.68,2015,07,July,0.30,$6.89
3324,CA-2015-120810,2015-07-23,2015-07-27,4,OK,Standard Class,TH-21550,Tracy Hopkins,Home Office,New York City,New York,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",$128.82,3,0%,No,$50.24,2015,07,July,0.39,$16.75
3325,CA-2014-165309,2014-11-11,2014-11-15,4,OK,Standard Class,KD-16270,Karen Daniels,Consumer,Houston,Texas,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,$896.99,5,80%,Yes,"-$1,480.03",2014,11,November,-1.65,-$296.01
3326,CA-2014-165309,2014-11-11,2014-11-15,4,OK,Standard Class,KD-16270,Karen Daniels,Consumer,Houston,Texas,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",$1.23,1,80%,Yes,-$1.97,2014,11,November,-1.60,-$1.97
3327,CA-2014-165309,2014-11-11,2014-11-15,4,OK,Standard Class,KD-16270,Karen Daniels,Consumer,Houston,Texas,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",$67.56,3,20%,Yes,$6.76,2014,11,November,0.10,$2.25
3328,CA-2014-165309,2014-11-11,2014-11-15,4,OK,Standard Class,KD-16270,Karen Daniels,Consumer,Houston,Texas,Central,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",$21.72,5,20%,Yes,$7.87,2014,11,November,0.36,$1.57
3329,CA-2014-165309,2014-11-11,2014-11-15,4,OK,Standard Class,KD-16270,Karen Daniels,Consumer,Houston,Texas,Central,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,$262.34,8,20%,Yes,$95.10,2014,11,November,0.36,$11.89
3330,CA-2014-165309,2014-11-11,2014-11-15,4,OK,Standard Class,KD-16270,Karen Daniels,Consumer,Houston,Texas,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,$148.48,2,20%,Yes,$16.70,2014,11,November,0.11,$8.35
3331,CA-2014-165309,2014-11-11,2014-11-15,4,OK,Standard Class,KD-16270,Karen Daniels,Consumer,Houston,Texas,Central,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,$241.18,3,20%,Yes,$15.07,2014,11,November,0.06,$5.02
3332,CA-2017-122595,2017-12-14,2017-12-20,6,SLOW,Standard Class,GM-14455,Gary Mitchum,Home Office,Chicago,Illinois,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,$227.98,3,20%,Yes,$28.50,2017,12,December,0.13,$9.50
3333,CA-2017-122595,2017-12-14,2017-12-20,6,SLOW,Standard Class,GM-14455,Gary Mitchum,Home Office,Chicago,Illinois,Central,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,$52.68,3,20%,Yes,$19.76,2017,12,December,0.38,$6.59
3334,CA-2017-122595,2017-12-14,2017-12-20,6,SLOW,Standard Class,GM-14455,Gary Mitchum,Home Office,Chicago,Illinois,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",$2.03,1,60%,Yes,-$1.32,2017,12,December,-0.65,-$1.32
3335,US-2017-109253,2017-08-21,2017-08-22,1,FAST,First Class,PR-18880,Patrick Ryan,Consumer,Oakland,California,West,OFF-AR-10000203,Office Supplies,Art,Newell 336,$17.12,4,0.00,No,$4.96,2017,08,August,0.29,$1.24
3336,US-2017-109253,2017-08-21,2017-08-22,1,FAST,First Class,PR-18880,Patrick Ryan,Consumer,Oakland,California,West,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,$431.97,4,0.20,Yes,$37.80,2017,08,August,0.09,$9.45
3337,US-2017-109253,2017-08-21,2017-08-22,1,FAST,First Class,PR-18880,Patrick Ryan,Consumer,Oakland,California,West,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,$129.92,4,0.00,No,$10.39,2017,08,August,0.08,$2.60
3338,US-2017-109253,2017-08-21,2017-08-22,1,FAST,First Class,PR-18880,Patrick Ryan,Consumer,Oakland,California,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,$568.73,3,0.20,Yes,$28.44,2017,08,August,0.05,$9.48
3339,US-2017-109253,2017-08-21,2017-08-22,1,FAST,First Class,PR-18880,Patrick Ryan,Consumer,Oakland,California,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",$117.14,9,0.20,Yes,$42.46,2017,08,August,0.36,$4.72
3340,US-2017-109253,2017-08-21,2017-08-22,1,FAST,First Class,PR-18880,Patrick Ryan,Consumer,Oakland,California,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,$203.52,3,0.00,No,$54.95,2017,08,August,0.27,$18.32
3341,US-2017-109253,2017-08-21,2017-08-22,1,FAST,First Class,PR-18880,Patrick Ryan,Consumer,Oakland,California,West,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",$51.75,5,0.00,No,$24.84,2017,08,August,0.48,$4.97
3342,CA-2016-145982,2016-08-27,2016-09-01,5,OK,Second Class,TB-21055,Ted Butterfield,Consumer,Quincy,Massachusetts,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,$122.97,3,0%,No,$60.26,2016,08,August,0.49,$20.09
3343,CA-2016-145982,2016-08-27,2016-09-01,5,OK,Second Class,TB-21055,Ted Butterfield,Consumer,Quincy,Massachusetts,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",$244.62,1,30%,Yes,$20.97,2016,08,August,0.09,$20.97
3344,CA-2016-145982,2016-08-27,2016-09-01,5,OK,Second Class,TB-21055,Ted Butterfield,Consumer,Quincy,Massachusetts,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,$59.97,3,0%,No,$28.79,2016,08,August,0.48,$9.60
3345,CA-2016-145982,2016-08-27,2016-09-01,5,OK,Second Class,TB-21055,Ted Butterfield,Consumer,Quincy,Massachusetts,East,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,$81.54,9,0%,No,$36.69,2016,08,August,0.45,$4.08
3346,CA-2016-145982,2016-08-27,2016-09-01,5,OK,Second Class,TB-21055,Ted Butterfield,Consumer,Quincy,Massachusetts,East,OFF-FA-10000735,Office Supplies,Fasteners,Staples,$11.68,4,0%,No,$5.26,2016,08,August,0.45,$1.31
3347,CA-2016-145982,2016-08-27,2016-09-01,5,OK,Second Class,TB-21055,Ted Butterfield,Consumer,Quincy,Massachusetts,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",$29.00,5,0%,No,$13.92,2016,08,August,0.48,$2.78
3348,CA-2015-112014,2015-08-13,2015-08-20,7,SLOW,Standard Class,ON-18715,Odella Nelson,Corporate,Yucaipa,California,West,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,$50.80,5,0%,No,$13.21,2015,08,August,0.26,$2.64
3349,CA-2017-154732,2017-11-05,2017-11-07,2,FAST,First Class,AH-10195,Alan Haines,Corporate,Chicago,Illinois,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,$16.03,5,0.80,Yes,-$25.65,2017,11,November,-1.60,-$5.13
